combat,durability,intelligence,name,power,speed,strength,base,id,occupation,relatives,aliases,alignment,alter-egos,full-name,publisher
56,14,75,Sage,28,12,10,Base of operations unknown,571,Former Soldier,-,['-'],good,No alter egos found.,Tessa,Marvel Comics
60,90,44,Sandman,100,46,75,-,572,Professional Criminal,"Mrs. Baker (mother), unidentified cousin","['Flint Marko', 'Sylvester Mann', 'Quarryman']",neutral,No alter egos found.,William Baker,Marvel Comics
42,56,75,Sasquatch,15,23,80,-,573,"Adventurer, bio-physicist, government operative; former college lecturer, professional football player","Veronica Langkowsi (ex-wife), unidentified son, Lillian von Loont (Gilded Lily, great-aunt, deceased)","['Box', 'Wanda Langkowski']",good,No alter egos found.,Walter Langkowski,Marvel Comics
70,100,88,Sauron,100,33,85,-,574,-,-,"['Annatar', 'Gorthaur the Cruel', 'Sauron the Dark', 'The Necromancer', 'Dark Lord of Mordor', 'Lord of the Rings', 'The Great Eye']",bad,No alter egos found.,Sauron,J. R. R. Tolkien
72,85,63,Savage Dragon,66,54,70,-,575,-,-,['-'],good,No alter egos found.,Kurr,Image Comics
50,14,81,Scarecrow,48,12,10,Gotham City,576,Special Professional Criminal,-,['-'],bad,No alter egos found.,Jonathan Crane,DC Comics
56,74,75,Scarlet Spider,46,60,53,-,577,Crime-fighter,"Peter Parker (clone of), May Parker (Aunt), Ben Parker (Uncle)","['Spider-Clone', 'Spider-Man']",good,Spider-Carnage,Benjamin Reilly,Spider-Carnage
56,40,88,Scarlet Spider II,37,60,55,-,578,Fugitive,"Miles Warren (creator), Peter Parker (Spider-Man, genetic template), Ben Reilly (Scarlet Spider, fellow clone, deceased), Spidercide (fellow clone, allegedly deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased)","['Tarantula', 'Kaine', 'Ara�a Escarlata']",good,No alter egos found.,Kaine Parker,Marvel Comics
80,70,100,Scarlet Witch,100,29,10,"Mobile; formerly The Works; Avengers Compound, California; Avengers Mansion, New York",579,"Adventurer; formerly witchcraft tutor, housewife, terrorist","Pietro (Quicksilver, twin brother), Magnus (Magneto, father), Magda Lehnsherr (mother, deceased), Anya (half-sister, deceased), Lorna Dane (Polaris, half-sister), Vision (estranged husband), Django Maximoff (foster father, deceased), Marya Maximoff (foster mother, deceased), Crystal (sister-in-law), Luna (niece), Tommy & Billy (reincarnated sons), Talia Wagner (Nocturne, alternate reality daughter)","['Wanda Frank', 'Wanda Magnus', 'Ana Maximoff', 'Gypsy Witch', 'The Witch']",bad,No alter egos found.,Wanda Maximoff,Marvel Comics
28,28,38,Scorpia,34,42,28,-,580,Professional criminal,"Vincent Coll (grandfather, deceased)",['-'],bad,No alter egos found.,Elaine Coll,Marvel Comics
80,85,50,Scorpion,49,60,52,-,581,"U.S. government agent; former professional criminal, assassin, private detective",-,"['Venom', 'Spider-Man']",bad,Venom III,MacDonald Gargan,Venom III
56,95,63,Sebastian Shaw,36,12,85,-,582,-,-,['-'],bad,No alter egos found.,Sebastian Hiram Shaw,Marvel Comics
40,84,75,Sentry,100,100,100,"The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)",583,-,"Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)","['Void', 'Bob', 'Golden Guardian of Good', 'John Victor Williams', 'Scout']",neutral,No alter egos found.,Robert Reynolds,Marvel Comics
75,100,75,Shadow King,100,27,12,"The Astral Plane; Formerly Cairo, Egypt.",584,-,-,"['Professor X', 'Ananasi', 'Amahl Farouk', 'Evil One', 'Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn', 'Karma', 'Cypher', 'Jacob Reisz', 'Donald Pierce and probably others']",good,No alter egos found.,Amahl Farouk,Marvel Comics
80,20,63,Shadow Lass,79,67,10,-,585,-,-,['-'],good,No alter egos found.,Tasmia Mallor,DC Comics
70,25,88,Shadowcat,69,21,8,"Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England",586,"Teacher, Adventurer, former student","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)","['Kitty Pryde', 'Ariel', 'Sprite', 'Cat']",good,No alter egos found.,Kitty Pryde,Marvel Comics
100,50,63,Shang-Chi,29,30,12,-,587,-,"Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",['The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr)'],good,No alter egos found.,Shang-Chi,Marvel Comics
84,64,63,Shatterstar,49,45,48,-,588,Warrior,"Longshot (father), Dazzler (mother), Mojo V",['Benjamin Russell'],good,No alter egos found.,Gaveedra Seven,Marvel Comics
70,100,81,She-Hulk,40,42,100,"Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza",589,"Lawyer, Magistra of the Living Tribunal","Bruce Banner (Hulk, cousin)",['Jade Giantess'],good,No alter egos found.,Jennifer Walters,Marvel Comics
65,80,69,She-Thing,23,21,72,-,590,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer","Jack Ventura (father, deceased), Mrs. Ventura (mother, deceased)","['Thing', 'Ms Marvel']",good,Ms Marvel II,Sharon Ventura,Ms Marvel II
56,70,63,Shocker,79,23,10,"New York City, New York",591,"Professional thief, hired assassin",Mr. & Mrs. Schultz (parents),['-'],bad,No alter egos found.,Herman Schultz,Marvel Comics
42,28,50,Shriek,45,23,10,-,592,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.","Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)",['Sandra Deel'],good,No alter egos found.,Frances Louise Barrison,Marvel Comics
null,null,null,Shrinking Violet,null,null,null,-,593,-,-,['-'],good,No alter egos found.,,DC Comics
70,80,63,Sif,100,67,90,Broxton\/Asgard; Formerly New York City,594,-,Heimdall (brother),"['Lady Sif', 'Erika Velez', 'Mrs. Chambers', 'Sybil']",good,No alter egos found.,Sif,Marvel Comics
65,70,75,Silk,71,71,48,"Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13",595,"Vigilante, intern at Fact Channel News, adventurer; former student","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)",['-'],good,No alter egos found.,Cindy Moon,Marvel Comics
null,null,null,Silk Spectre,null,null,null,-,596,-,Silk Spectre II (daughter),['Sally Jupiter'],good,No alter egos found.,Sally Juspeczyk,DC Comics
null,null,null,Silk Spectre II,null,null,51,-,597,-,Silk Spectre I (mother),['-'],good,No alter egos found.,Laurie Juspeczyk,DC Comics
32,90,56,Silver Surfer,100,100,100,mobile throughout the universe,598,"Adventurer, formerly Galactus' Herald","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",['-'],good,No alter egos found.,Norrin Radd,Marvel Comics
42,42,50,Silverclaw,34,35,28,"Empire State University and Avengers Mansion, New York City, NY",599,"University student, adventurer","Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")","['La Garra Argentado', 'Daughter of the Volcano God,']",good,No alter egos found.,Maria de Guadalupe Santiago,Marvel Comics
60,55,56,Simon Baz,100,42,90,-,600,-,"Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)","['Green Lantern', 'White Lantern']",good,No alter egos found.,Simoon Baz,DC Comics
55,64,75,Sinestro,100,53,85,"Ranx, Warworld. formerly New Korugar, Qward, Oa",601,-,"Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)","['Green Lantern', 'White Lantern', 'Yellow Lantern', 'Parallax', 'Indigo Lantern']",neutral,No alter egos found.,Thaal Sinestro,DC Comics
60,60,56,Siren,92,79,62,formely Atlantis,602,-,"Mera (twin sister), Aquaman (brother-in-law)",['-'],bad,No alter egos found.,Hila,DC Comics
null,null,null,Siren II,null,null,null,-,603,-,-,['-'],bad,No alter egos found.,La Sirene la Bailene,DC Comics
42,28,38,Siryn,50,47,8,-,604,(current) Adventurer (former) Professional Criminal,"Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",['Theresa Rourke'],bad,No alter egos found.,Theresa Rourke Cassidy,Marvel Comics
85,90,50,Skaar,69,27,85,-,605,Warrior,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)","['Savior', 'Son of Hulk', 'WorldBreaker', 'Long Hair', 'Little Monster', 'Conan']",good,No alter egos found.,,Marvel Comics
null,null,null,Snake-Eyes,null,null,null,-,606,-,-,['Xanthian Boulder Crusher'],bad,No alter egos found.,,Marvel Comics
52,42,50,Snowbird,70,27,32,formerly Department H,607,"Goddess, adventurer, former records officer","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",['Anne McKenzie-Thompson'],good,No alter egos found.,Narya,Marvel Comics
56,46,50,Sobek,20,23,34,Kahndaq,608,-,-,['Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine'],good,No alter egos found.,Yurrd the Unknown,DC Comics
30,100,9,Solomon Grundy,92,13,93,-,609,-,"Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",['Marshland Monster'],bad,No alter egos found.,Cyrus Gold,DC Comics
56,42,75,Songbird,55,27,36,-,610,Adventurer; former criminal and wrestler,"Mimi Gold (mother), Mr. Gold (father)","['Screaming Mimi', 'Mimi Schwartz', 'Margie Green']",good,No alter egos found.,Melissa Joan Gold,Marvel Comics
80,40,38,Space Ghost,95,33,18,-,611,-,-,"['Ted Ghostel', 'Tad Ghostal']",good,No alter egos found.,Thaddeus Bach,DC Comics
95,90,75,Spawn,100,50,60,Hell,612,-,"Wanda (widow), Cyan (widow's daughter)","['The One', 'Hellspawn']",good,No alter egos found.,Al Simmons,Image Comics
70,100,88,Spectre,100,100,100,-,613,-,-,"['Spirit of Vengeance', 'Wrath of God', 'Spirit of Redemption', 'Raguel', 'James Corrigan', 'Hal Jordan', 'Cripus Allen']",good,Aztar,Aztar,Aztar
null,null,null,Speedball,null,null,null,Mobile; formerly New Warriors Headquarters,614,"Student, superhero","Maddie Baldwin (mother), Justin Baldwin (father)","['Penance', 'Masked Marvel']",good,Penance II,Robert Baldwin,Penance II
70,20,50,Speedy,26,33,6,-,615,Nightclub Owner,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)","['Thea Merlyn', 'Mia', 'Red Arrow']",good,No alter egos found.,Thea Queen,DC Comics
null,null,null,Speedy,null,null,null,-,615,Nightclub Owner,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)","['Thea Merlyn', 'Mia', 'Red Arrow']",good,No alter egos found.,Thea Queen,DC Comics
70,20,50,Speedy,26,33,6,-,616,-,-,['-'],good,Arsenal,"Roy William Harper, Jr.",Arsenal
null,null,null,Speedy,null,null,null,-,616,-,-,['-'],good,Arsenal,"Roy William Harper, Jr.",Arsenal
null,null,null,Spider-Carnage,null,null,69,-,617,-,-,['-'],bad,Scarlet Spider,Benjamin Reilly,Scarlet Spider
75,65,63,Spider-Girl,53,60,38,"New York City, New York",618,-,-,['-'],good,No alter egos found.,May 'Mayday' Parker,Marvel Comics
70,70,75,Spider-Gwen,66,63,55,-,619,-,"George Stacy (father), Helen Stacy (mother, deceased)",['Spider-Woman'],good,No alter egos found.,Gwen Stacy,Marvel Comics
85,75,90,Spider-Man,74,67,55,"New York, New York",620,"Freelance photographer, teacher","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)","['Spiderman', 'Bag-Man', 'Black Marvel', 'Captain Universe', 'Dusk', 'Green Hood', 'Hornet', 'Mad Dog 336', 'Peter Palmer', 'Prodigy', 'Ricochet', 'Scarlet Spider', 'Spider-Boy', 'Spider-Hulk', 'Spider-Morphosis']",good,No alter egos found.,Peter Parker,Marvel Comics
null,null,null,Spider-Man,null,null,57,"New York, New York",620,"Freelance photographer, teacher","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)","['Spiderman', 'Bag-Man', 'Black Marvel', 'Captain Universe', 'Dusk', 'Green Hood', 'Hornet', 'Mad Dog 336', 'Peter Palmer', 'Prodigy', 'Ricochet', 'Scarlet Spider', 'Spider-Boy', 'Spider-Hulk', 'Spider-Morphosis']",good,No alter egos found.,Peter Parker,Marvel Comics
null,null,null,Spider-Man,null,null,58,"New York, New York",620,"Freelance photographer, teacher","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)","['Spiderman', 'Bag-Man', 'Black Marvel', 'Captain Universe', 'Dusk', 'Green Hood', 'Hornet', 'Mad Dog 336', 'Peter Palmer', 'Prodigy', 'Ricochet', 'Scarlet Spider', 'Spider-Boy', 'Spider-Hulk', 'Spider-Morphosis']",good,No alter egos found.,Peter Parker,Marvel Comics
85,75,90,Spider-Man,74,67,55,-,621,"CEO of Alchemax Corporation, Executive Assistant",-,"['Spider-Man 2099', 'Spiderman']",good,No alter egos found.,Miguel O'Hara,Marvel Comics
null,null,null,Spider-Man,null,null,57,-,621,"CEO of Alchemax Corporation, Executive Assistant",-,"['Spider-Man 2099', 'Spiderman']",good,No alter egos found.,Miguel O'Hara,Marvel Comics
null,null,null,Spider-Man,null,null,58,-,621,"CEO of Alchemax Corporation, Executive Assistant",-,"['Spider-Man 2099', 'Spiderman']",good,No alter egos found.,Miguel O'Hara,Marvel Comics
85,75,90,Spider-Man,74,67,55,-,622,"Student, adventurer, vigilante",-,['Spiderman'],good,No alter egos found.,Miles Morales,Marvel Comics
null,null,null,Spider-Man,null,null,57,-,622,"Student, adventurer, vigilante",-,['Spiderman'],good,No alter egos found.,Miles Morales,Marvel Comics
null,null,null,Spider-Man,null,null,58,-,622,"Student, adventurer, vigilante",-,['Spiderman'],good,No alter egos found.,Miles Morales,Marvel Comics
70,60,56,Spider-Woman,68,42,42,-,623,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer","Jonathan (father, deceased), Merriem (mother, deceased)","['Arachne', 'Ariadne Hyde', 'Dark Angel', 'Dark Angel of San Francisco']",good,No alter egos found.,Jessica Drew,Marvel Comics
null,null,null,Spider-Woman II,null,null,null,-,624,-,-,['-'],good,No alter egos found.,,Marvel Comics
28,42,50,Spider-Woman III,60,27,48,-,625,-,"Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",['-'],good,No alter egos found.,Martha Franklin,Marvel Comics
null,null,null,Spider-Woman IV,null,null,null,New York City,626,"Fashion designer, professional criminal","Cassandra Webb (aka Madame Web, grandmother)",['Spider-Woman'],bad,No alter egos found.,Charlotte Witter,Marvel Comics
40,40,81,Spock,56,17,18,-,627,-,-,['-'],good,No alter egos found.,S'chn T'gai Spock,Star Trek
30,60,50,Spyke,48,17,12,-,628,-,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)","['Porcupine', 'Armadillo']",good,No alter egos found.,Evan Daniels,Marvel Comics
null,null,null,Stacy X,null,null,null,-,629,-,-,['-'],good,No alter egos found.,,Marvel Comics
70,50,69,Star-Lord,25,33,20,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5",630,Adventurer; Royal Prince of Spartax,"Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",['Starlord'],good,No alter egos found.,Peter Jason Quill,Marvel Comics
85,110,88,Stardust,100,100,85,-,631,Herald of Galactus,-,['Entity Lambda-Zero'],good,No alter egos found.,,Marvel Comics
70,85,50,Starfire,59,33,80,"Formerly Titans Island, New York City; Titans Tower, San Francisco",632,Model,"King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)","[""Princess Koriand'r"", 'Kory Anders', 'Nova']",good,No alter egos found.,Koriand'r,DC Comics
55,90,63,Stargirl,87,25,80,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",633,-,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)","['Star-Spangled Kid', 'Star', 'Stars']",good,No alter egos found.,Courtney Whitmore,DC Comics
40,50,69,Static,90,42,8,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City",634,Student,"Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),","['Sparky', 'Virg', 'V', 'V-Man']",good,No alter egos found.,Virgil Hawkins,DC Comics
64,90,81,Steel,64,53,82,"Steelworks, Metropolis; formerly Jersey City and Washington D.C.",635,"Weapons designer, former steelworker","Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)","['Man of Steel', 'Henry Johnson']",good,No alter egos found.,John Henry Irons,DC Comics
10,10,69,Stephanie Powell,24,54,10,-,636,Executive Vice President of Research at Global Tech,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)",['-'],good,No alter egos found.,Stephanie Powell,ABC Studios
100,100,94,Steppenwolf,100,83,100,-,637,-,-,['Steppenwulf'],bad,No alter egos found.,,DC Comics
75,30,75,Storm,88,47,10,"Xavier Institute, Salem Center, Westchester County, New York State",638,Adventurer,"Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)","[""Ororo Iqadi T'Challa"", 'Queen Ororo', 'Ororo Komo Wakandas,White Queen', 'Weather Witch', 'Windrider', 'Goddess', 'Mistress of the Elements', ""Princess of N'Dare"", 'High Priestess Windrider', 'Goddess', 'Mistress of the Elements', ""Princess of N'Dare"", 'High Priestess']",good,No alter egos found.,Ororo Munroe,Marvel Comics
20,15,10,Stormtrooper,5,8,8,-,639,-,-,['-'],bad,No alter egos found.,,George Lucas
70,25,63,Sunspot,90,35,63,"1128 Mission Street, San Francisco, California",640,"Adventurer, businessman","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)","['Robert DaCosta', 'Bobby; Black Rook', 'Black King', 'Reignfire']",good,No alter egos found.,Roberto DaCosta,Marvel Comics
60,90,75,Superboy,95,83,95,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,641,-,"Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)","['Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid', 'Superman']",good,No alter egos found.,Kon-El \/ Conner Kent,DC Comics
85,100,94,Superboy-Prime,100,100,100,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.",642,-,"Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",['Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper'],bad,No alter egos found.,Kal-El,DC Comics
75,100,94,Supergirl,100,100,100,Metropolis,643,"Intern, Adventurer, Student, Crime-Fighter","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)","['Linda Lang', 'Kara-El', 'Kara Kent', 'Flamebird', 'Trinity Child', 'Teen of Tomorrow', 'The Girl of Steel', 'The Maid of Might', 'The Princess of Power', 'Mighty Maid', 'Claire Connors', 'Bluebird']",good,No alter egos found.,Kara Zor-El,DC Comics
85,100,94,Superman,100,100,100,Metropolis,644,Reporter for the Daily Planet and novelist,"Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El\/Conner Kent, partial clone)","['Clark Joseph Kent', 'The Man of Steel', 'the Man of Tomorrow', 'the Last Son of Krypton', 'Big Blue', 'the Metropolis Marvel', 'the Action Ace']",good,Superman Prime One-Million,Clark Kent,Superman Prime One-Million
55,100,88,Swamp Thing,100,25,95,-,645,"Planet Elemental, former Biochemist","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)","['Green Man', 'Swampy', 'the Weed', 'Le Bon Gumbo', 'Smalsh-Yegger (on Rann)']",bad,No alter egos found.,Alec Holland,DC Comics
35,90,75,Swarm,38,50,18,Formerly South Africa,646,Ph.D. in toxicology & entomology,-,['-'],bad,No alter egos found.,Fritz von Meyer,Marvel Comics
56,28,75,Sylar,91,12,10,"New York, NY",647,Timepiece restorer,Virginia Gray (mother),"['Gabriel Sylar', ""Drew O'Grady"", 'Dr. Suresh', 'Zane Taylor', 'Isaac Mendez']",bad,No alter egos found.,Gabriel Gray,NBC - Heroes
56,28,75,Synch,74,23,67,Massachusetts Academy,648,Student,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",['-'],good,No alter egos found.,Everett Thomas,Marvel Comics
75,100,75,T-1000,100,33,34,-,649,-,-,"['T-1001', 'T-1002']",bad,No alter egos found.,Cyberdyne Systems Series 1000 Terminator,Dark Horse Comics
65,60,75,T-800,73,17,34,-,650,Assassin,-,['Terminator'],bad,No alter egos found.,Cyberdyne Systems Series 800 Terminator Model 101,Dark Horse Comics
75,90,75,T-850,83,25,80,-,651,Assassin,-,['Terminator'],bad,No alter egos found.,Cyberdyne Systems Series 850 Terminator,Dark Horse Comics
80,85,75,T-X,100,29,63,-,652,Assassin \/ Genesis Overseer,-,['-'],bad,No alter egos found.,Cyberdyne Systems Series X Terminator,Dark Horse Comics
100,20,75,Taskmaster,63,50,12,"Bagalia; A.I.M Island, Taskmaster's Academy",653,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",['-'],bad,No alter egos found.,Tony Masters,Marvel Comics
60,28,38,Tempest,66,45,10,-,654,-,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,['-'],good,Angel Salvadore,Angel Salvadore Bohusk,Angel Salvadore
80,100,100,Thanos,100,33,100,"Mobile, formerly Sanctuary II, Titan",655,"Conqueror, worshiper of Death","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);","['The Mad Titan', 'Masterlord', 'The Overmaster', 'Chins']",bad,No alter egos found.,Thanos,Marvel Comics
64,32,38,The Cape,22,23,10,-,656,-,"Trip Faraday (son), Dana Thompson-Faraday (wife)",['Cape'],good,No alter egos found.,Vince Faraday,null
80,10,63,The Comedian,12,17,14,New York City,657,Former Adventurer; Government Agent,"Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",['Eddie Blake'],neutral,No alter egos found.,Edward Morgen Blake,DC Comics
80,100,75,Thing,38,21,84,"Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;",658,"Adventurer, former Air Force test pilot","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)","['Blackbeard the Pirate', 'Grim Ben', 'Dr. Josiah Verpoorteen']",good,No alter egos found.,Ben Grimm,Marvel Comics
100,100,69,Thor,100,83,100,"New York, New York",659,King of Asgard; formerly EMS Technician; Physician,"Odin (father), Gaea (mother), Frigga (step-mother), Loki (step-brother), Vidar (half-brother), Buri (paternal great-grandfather), Bolthorn (maternal great grandfather), Bor (grandfather), Bestla (grandmother), Vili (uncle), Ve (uncle), Sigyn (former sister-in-law), Hela (alleged niece), Jormungand (alleged nephew), Fernis Wolf (alleged nephew)","['Donald Blake', 'Sigurd Jarlson', 'Jake Olsen', 'Donar the Mighty']",good,Rune King Thor,Thor Odinson,Rune King Thor
70,84,75,Thor Girl,100,70,83,"Camp Hammond; FormerlyNew York City, Formerly Asgard",660,-,-,"['Asgard Lass', 'the Designate', 'the Destroyer', 'Hammerette', 'Hammer Girl', 'Hammer Lass', 'Tara Olson', 'Spirit of the Jewel', 'the Supreme', 'Thoreta', 'Thorita', 'Thor Lass']",good,No alter egos found.,Tarene,Marvel Comics
70,32,50,Thunderbird,13,27,32,"Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York",661,"Former adventurer, student, Marine","Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",['-'],good,No alter egos found.,John Proudstar,Marvel Comics
null,null,null,Thunderbird II,null,null,null,-,662,-,-,['-'],good,Warpath,James Proudstar,Warpath
null,null,null,Thunderbird III,null,null,null,-,663,Adventurer,"Sanjit (brother,deceased)",['-'],good,No alter egos found.,Neal Shaara,Marvel Comics
